Name,Location,AvgPrice,Currency,Cuisine,MICHELINStars
Jean-Georges,New York,248,USD,"Contemporary, French Contemporary",2
Blanca,New York,198,USD,Contemporary,2
Jungsik,New York,235,USD,"Korean, Contemporary",2
Gabriel Kreuther,New York,245,USD,"Contemporary, Alsatian",2
Aska,New York,295,USD,"Scandinavian, Contemporary",2
L'Atelier de Joël Robuchon,New York,235,USD,French,2
Daniel,New York,250,USD,French,2
Aquavit,New York,155,USD,"Scandinavian, Contemporary",2
Oriole,Chicago,285,USD,"Contemporary, American Contemporary",2
Smyth,Chicago,265,USD,"Contemporary, Modern Cuisine",2
Ever,Chicago,285,USD,"Contemporary, Modern Cuisine",2
Moody Tongue,Chicago,330,USD,"Contemporary, American Contemporary",2
Jônt,Washington,305,USD,Contemporary,2
Pineapple and Pearls,Washington,325,USD,Contemporary,2
minibar,Washington,295,USD,Contemporary,2
Sabero,Roermond,139,EUR,"Modern French, World Cuisine",2
't Nonnetje,Harderwijk,165,EUR,"Creative, Modern French",2
De Lindenhof,Giethoorn,150,EUR,Creative,2
Restaurant 212,Amsterdam,188,EUR,Creative,2
Aan de Poel,Amstelveen,149,EUR,Creative,2
De Treeswijkhoeve,Waalre,170,EUR,Creative,2
Brut172,Reijmerstok,195,EUR,Creative,2
Ciel Bleu,Amsterdam,595,EUR,Creative,2
Pure C,Cadzand-Bad,250,EUR,Creative,2
De Lindehof,Nuenen,175,EUR,Creative,2
Tribeca,Heeze,195,EUR,Creative,2
FG - François Geurds,Rotterdam,210,EUR,Creative,2
De Kromme Watergang,Hoofdplaat,225,EUR,"Country cooking, Modern Cuisine",2
De Bokkedoorns,Overveen,155,EUR,Modern Cuisine,2
Fred,Rotterdam,188,EUR,Creative French,2
Spectrum,Amsterdam,180,EUR,Creative,2
De Groene Lantaarn,Staphorst,145,EUR,"Creative, Seasonal Cuisine",2
Parkheuvel,Rotterdam,170,EUR,Modern Cuisine,2
Stucki - Tanja Grandits,Basel,240,CHF,"Creative, Modern Cuisine",2
Maison Wenger,Le Noirmont,275,CHF,"Modern French, French",2
Da Vittorio,Saint Moritz,450,CHF,Italian,2
focus ATELIER,Vitznau,265,CHF,Creative,2
Cà d'Oro,Saint Moritz,287,CHF,Mediterranean Cuisine,2
Ecco,Ascona,240,CHF,Creative,2
Anne-Sophie Pic,Lausanne,395,CHF,Creative,2
Taverne zum Schäfli,Wigoltingen,220,CHF,"Classic French, Market Cuisine",2
Ecco St. Moritz,Saint Moritz,300,CHF,Creative,2
Einstein Gourmet,Sankt Gallen,215,CHF,"Creative, Modern Cuisine",2
7132 Silver,Vals,275,CHF,"Creative, Innovative",2
Domaine de Châteauvieux,Satigny,320,CHF,"Modern French, French",2
The Restaurant,Zurich,298,CHF,"Creative, Modern Cuisine",2
Gasthaus Zur Fernsicht - Incantare,Heiden,250,CHF,"Classic Cuisine, Creative",2
Magdalena,Schwyz,185,CHF,"Modern Cuisine, Seasonal Cuisine",2
Memories,Bad Ragaz,329,CHF,"Creative, Market Cuisine",2
IGNIV by Andreas Caminada,Saint Moritz,280,CHF,Creative,2
Widder Restaurant,Zurich,260,CHF,"Modern French, Contemporary",2
Adelboden,Steinen,195,CHF,"Classic French, Classic Cuisine",2
IGNIV by Andreas Caminada,Bad Ragaz,248,CHF,Creative,2
Pavillon,Zurich,275,CHF,Classic French,2
Sens,Vitznau,195,CHF,"Modern Cuisine, Market Cuisine",2
RICO'S,Küsnacht,260,CHF,"Modern Cuisine, Mediterranean Cuisine",2
Auberge du Cheval Blanc,Lembach,145,EUR,Creative,2
La Table d'Olivier Nasti,Kaysersberg,240,EUR,Creative,2
La Table de l'Alpaga,Megève,190,EUR,Modern Cuisine,2
Jean Sulpice,Talloires-Montmin,275,EUR,Creative,2
La Pyramide - Patrick Henriroux,Vienne,204,EUR,Modern Cuisine,2
Le Montgomerie,Courchevel,310,EUR,"Creative, Modern Cuisine",2
Serge Vieira,Chaudes-Aigues,215,EUR,Creative,2
Racine,Reims,205,EUR,Modern Cuisine,2
Sarkara,Courchevel,250,EUR,Creative,2
Au 14 Février,Saint-Amour-Bellevue,125,EUR,Creative,2
La Côte d'Or,Saulieu,255,EUR,Modern Cuisine,2
La Maison des Bois - Marc Veyrat,Manigod,395,EUR,Creative,2
Les Hauts de Loire,Onzain,175,EUR,Classic Cuisine,2
Michel Kayser - Restaurant Alexandre,Garons,223,EUR,Modern Cuisine,2
La Table de Pavie,Saint-Emilion,215,EUR,"Modern Cuisine, Creative",2
Le Kintessence,Courchevel,350,EUR,"Modern Cuisine, Creative",2
Le Parc Les Crayères,Reims,295,EUR,Modern Cuisine,2
Maison Rostang,Paris,203,EUR,Classic Cuisine,2
La Scène,Paris,250,EUR,Modern Cuisine,2
Le Pré - Xavier Beaudiment,Clermont-Ferrand,180,EUR,Creative,2
La Côte Saint-Jacques,Joigny,238,EUR,Classic Cuisine,2
Le Clarence,Paris,320,EUR,Modern Cuisine,2
La Villa Archange,Le Cannet,350,EUR,Modern Cuisine,2
Paul Bocuse,Collonges-au-Mont-d'Or,295,EUR,Classic Cuisine,2
Le Grand Restaurant - Jean-François Piège,Paris,346,EUR,Modern Cuisine,2
Le Neuvième Art,Lyon,190,EUR,Creative,2
Le Pressoir d'Argent - Gordon Ramsay,Bordeaux,250,EUR,Modern Cuisine,2
La Marine,L'Herbaudière,220,EUR,"Creative, Seafood",2
Hostellerie Jérôme,La Turbie,185,EUR,Mediterranean Cuisine,2
Les Morainières,Jongieux,220,EUR,"Creative, Modern Cuisine",2
Relais de la Poste,Magescq,150,EUR,Classic Cuisine,2
Le Taillevent,Paris,250,EUR,Classic Cuisine,2
L'Abysse au Pavillon Ledoyen,Paris,320,EUR,"Japanese, Creative",2
Anne de Bretagne,La Plaine-sur-Mer,170,EUR,Creative,2
David Toutain,Paris,270,EUR,"Creative, Modern Cuisine",2
Château de Beaulieu - Christophe Dufossé,Busnes,220,EUR,Modern Cuisine,2
Le Puits St-Jacques,Pujaudran,143,EUR,Creative,2
Les Cèdres,Granges-les-Beaumont,180,EUR,Classic Cuisine,2
Takao Takano,Lyon,160,EUR,Creative,2
Villa René Lalique,Wingen-sur-Moder,230,EUR,"Creative, Modern Cuisine",2
Restaurant Le Meurice Alain Ducasse,Paris,320,EUR,Creative,2
Le Chabichou by Stéphane Buron,Courchevel,345,EUR,Classic Cuisine,2
JY'S,Colmar,194,EUR,Creative,2
La Grenouillère,La Madelaine-sous-Montreuil,215,EUR,"Modern Cuisine, Creative",2
Casadelmar,Porto-Vecchio,270,EUR,Modern Cuisine,2
La Table Lionel Giraud,Narbonne,145,EUR,Creative,2
La Fourchette des Ducs,Obernai,245,EUR,Creative,2
Sur Mesure par Thierry Marx,Paris,195,EUR,Creative,2
Py-r,Toulouse,98,EUR,Modern Cuisine,2
Marsan par Hélène Darroze,Paris,420,EUR,Modern Cuisine,2
Le Gabriel - La Réserve Paris,Paris,195,EUR,Modern Cuisine,2
La Palme d'Or,Cannes,260,EUR,Creative,2
Jean-Luc Tartarin,Le Havre,135,EUR,"Modern Cuisine, Creative",2
Le Coquillage,Cancale,165,EUR,"Creative, Seafood",2
L'Atelier d'Edmond,Val-d'Isère,210,EUR,Creative,2
Yoann Conte,Veyrier-du-Lac,330,EUR,Creative,2
La Villa Madie,Cassis,250,EUR,"Creative, Mediterranean Cuisine",2
Le Skiff Club,Pyla-sur-Mer,210,EUR,Modern Cuisine,2
Michel Sarran,Toulouse,180,EUR,Creative,2
Auberge de l'Ill,Illhaeusern,247,EUR,Classic Cuisine,2
William Frachot,Dijon,172,EUR,Creative,2
La Merise,Laubach,157,EUR,Modern Cuisine,2
L'Auberge des Glazicks,Plomodiern,190,EUR,Creative,2
ex Maison Jeunet/Hôtel de Paris,Arbois,155,EUR,Creative,2
Bras,Laguiole,245,EUR,Creative,2
La Voile - La Réserve Ramatuelle,Ramatuelle,210,EUR,Modern Cuisine,2
La Table de Franck Putelat,Carcassonne,230,EUR,Modern Cuisine,2
La Maison d'à Côté,Montlivault,218,EUR,"Modern Cuisine, Creative",2
Mère Brazier,Lyon,300,EUR,Classic Cuisine,2
La Grand'Vigne - Les Sources de Caudalie,Martillac,205,EUR,Modern Cuisine,2
Maison Aribert,Uriage-les-Bains,195,EUR,Creative,2
Flaveur,Nice,200,EUR,Creative,2
Ma Langue Sourit,Oetrange,160,EUR,Modern Cuisine,2
bon bon,Woluwe-Saint-Pierre,245,EUR,"Creative, Organic",2
De Jonkman,Sint-Kruis,315,EUR,Creative,2
d'Eugénie à Emilie,Baudour,170,EUR,"Classic French, Traditional Cuisine",2
L'Eau Vive,Arbre,165,EUR,"Modern French, Modern Cuisine",2
Hostellerie Le Fox,De Panne,180,EUR,Creative French,2
Nuance,Duffel,215,EUR,Creative,2
La Durée,Izegem,232,EUR,"Creative, Modern Cuisine",2
L'Air du Temps,Liernu,210,EUR,"Creative, Modern Cuisine",2
Le Chalet de la Forêt,Uccle,207,EUR,Creative,2
Bartholomeus,Heist,210,EUR,Modern Cuisine,2
Vrijmoed,Gent,203,EUR,"Creative, Modern Cuisine",2
The Jane,Antwerpen,230,EUR,Creative,2
Ralf Berendsen,Neerharen,245,EUR,Creative,2
La Table de Maxime,Our,167,EUR,Modern Cuisine,2
Comme chez Soi,Brussels,298,EUR,Classic Cuisine,2
Boury,Roeselare,160,EUR,Creative French,2
Slagmolen,Opglabbeek,185,EUR,Traditional Cuisine,2
Hostellerie St-Nicolas,Elverdinge,195,EUR,Creative,2
Castor,Beveren-Leie,161,EUR,Modern French,2
Pastorale,Reet,195,EUR,Creative,2
Château du Mylord,Ellezelles,270,EUR,Contemporary,2
Cuchara,Lommel,215,EUR,"Creative, Modern Cuisine",2
La Paix,Anderlecht,235,EUR,"Asian Influences, Creative",2
D.O.M.,São Paulo,700,BRL,Creative,2
Ryo Gastronomia,São Paulo,650,BRL,Japanese,2
Oteque,Rio de Janeiro,440,BRL,Modern Cuisine,2
Oro,Rio de Janeiro,555,BRL,Creative,2
Speiseberg,Halle (saale),100,EUR,"Modern Cuisine, Creative",1
Aska,Regensburg,120,EUR,"Japanese, Sushi",1
PUR,Berchtesgaden,185,EUR,"Classic Cuisine, Modern Cuisine",1
Mühle,Schluchsee,115,EUR,"Modern French, Creative",1
Pietsch,Wernigerode,140,EUR,"Creative, Japanese",1
Traube,Efringen-Kirchen,120,EUR,"Modern Cuisine, Regional Cuisine",1
Iuma,Dortmund,153,EUR,"Fusion, Japanese",1
Stadtpfeiffer,Leipzig,150,EUR,Modern French,1
Schwingshackl ESSKULTUR Gourmet,Bad Tölz,125,EUR,"Classic French, Contemporary",1
Roter Hahn,Regensburg,160,EUR,Modern Cuisine,1
Coeur D'Artichaut,Münster,160,EUR,"Modern French, Regional Cuisine",1
Hummels Gourmetstube,Duggendorf,85,EUR,"Market Cuisine, International",1
VILLINO,Lindau,158,EUR,"Modern Cuisine, Asian Influences",1
Kulmeck by Tom Wickboldt,Heringsdorf,150,EUR,"Modern Cuisine, Creative",1
astrein,Cologne,129,EUR,"Classic Cuisine, Modern Cuisine",1
Weinschänke Schloss Groenesteyn,Kiedrich,185,EUR,"Modern Cuisine, Market Cuisine",1
Werneckhof Sigi Schelling,Munich,160,EUR,French Contemporary,1
Balthazar,Timmendorfer Strand,159,EUR,"Innovative, Modern Cuisine",1
Bricole,Berlin,79,EUR,"Modern French, Contemporary",1
Votum,Hanover,194,EUR,"Creative, Modern Cuisine",1
s'Äpfle,Bodman-Ludwigshafen,169,EUR,"Modern Cuisine, Creative",1
Shiraz,Wuppertal,160,EUR,"Classic French, Market Cuisine",1
Alte Liebe,Augsburg,110,EUR,"Modern Cuisine, Seasonal Cuisine",1
Irma la Douce,Berlin,89,EUR,Modern French,1
Troyka,Erkelenz,135,EUR,"Modern Cuisine, Russian",1
OX,Darmstadt,190,EUR,Modern Cuisine,1
Michael's Leitenberg,Frasdorf,149,EUR,"Creative, International",1
L'étable,Bad Hersfeld,126,EUR,"Classic Cuisine, Seasonal Cuisine",1
Petit Amour,Hamburg,190,EUR,"Creative French, Classic Cuisine",1
"Gourmetrestaurant ""fine dining RS""",Salach,172,EUR,"French Contemporary, Modern Cuisine",1
Gabelspiel,Munich,145,EUR,"Modern Cuisine, Market Cuisine",1
Acquarello,Munich,185,EUR,"Italian, Mediterranean Cuisine",1
Clostermanns Le Gourmet,Niederkassel,149,EUR,"Creative, Market Cuisine",1
Camers Schlossrestaurant,Hohenkammer,150,EUR,"Asian Influences, Classic French",1
Sartory,Augsburg,189,EUR,"Classic Cuisine, Modern Cuisine",1
Gasthof Krone,Waldenbuch,108,EUR,Classic Cuisine,1
Schwarz Gourmet,Kirchheim an der Weinstraße,159,EUR,"French, International",1
Keidenzeller Hof,Langenzenn,120,EUR,"Modern Cuisine, International",1
Zeik,Hamburg,99,EUR,"Modern Cuisine, Market Cuisine",1
Carmelo Greco,Frankfurt on the Main,120,EUR,Italian,1
5,Stuttgart,179,EUR,Modern Cuisine,1
Français,Frankfurt on the Main,205,EUR,"Modern French, Classic Cuisine",1
Genießer Stube,Friedland,150,EUR,Classic Cuisine,1
Gourmetrestaurant Dirk Maus,Heidesheim am Rhein,140,EUR,"Classic French, Market Cuisine",1
Schwarzer Hahn,Deidesheim,164,EUR,"Modern French, Seasonal Cuisine",1
Bachofer,Waiblingen,158,EUR,Creative,1
Zur Krone,Neupotz,132,EUR,"Market Cuisine, Classic Cuisine",1
The O'ROOM,Heringsdorf,150,EUR,Creative,1
"Christian & Friends, Tastekitchen",Fulda,95,EUR,"Modern Cuisine, Classic Cuisine",1
Friedrich Franz,Bad Doberan,249,EUR,Modern Cuisine,1
Nagaya,Düsseldorf,198,EUR,Japanese,1
Richard,Berlin,98,EUR,Modern French,1
Merkles Restaurant,Endingen am Kaiserstuhl,129,EUR,"Modern Cuisine, International",1
Seestern,Ulm,169,EUR,Modern French,1
Setzkasten,Düsseldorf,129,EUR,"Modern Cuisine, International",1
Agata's,Düsseldorf,139,EUR,"Modern Cuisine, International",1
Oettinger's Restaurant,Fellbach,127,EUR,"Modern French, Country cooking",1
Cordo,Berlin,150,EUR,"Creative, Modern Cuisine",1
Kucher's Gourmet,Darscheid,119,EUR,"Classic Cuisine, Modern Cuisine",1
Hirsch,Sonnenbühl,125,EUR,"Classic Cuisine, Market Cuisine",1
Philipp,Sommerhausen,155,EUR,"Modern French, Classic Cuisine",1
maiBeck,Cologne,59,EUR,"Modern Cuisine, Country cooking",1
Haubentaucher,Rottach-Egern,100,EUR,"International, Market Cuisine",1
Da Vinci,Koblenz,158,EUR,"French, Creative",1
Wielandshöhe,Stuttgart,150,EUR,"Classic French, Regional Cuisine",1
Adler,Lahr,179,EUR,Modern French,1
Haus Stemberg,Velbert,105,EUR,"Market Cuisine, Modern Cuisine",1
1876 Daniel Dal-Ben,Düsseldorf,198,EUR,"Creative, Modern Cuisine",1
Malathounis,Kernen im Remstal,98,EUR,"Mediterranean Cuisine, Greek",1
Zur Post,Odenthal,145,EUR,Modern Cuisine,1
Burg Nideggen - Brockel Schlimbach,Nideggen,140,EUR,"Modern Cuisine, Modern French",1
einsunternull,Berlin,185,EUR,"Creative, Contemporary",1
La Bécasse,Aachen,118,EUR,Classic French,1
Das Grace,Flensburg,140,EUR,"Modern Cuisine, Market Cuisine",1
Zeitwerk,Wernigerode,140,EUR,"Creative, Modern Cuisine",1
PAVO im Burghotel Falkenstein,Pfronten,140,EUR,"Modern Cuisine, Classic Cuisine",1
Alt Wyk,Wyk,110,EUR,Classic Cuisine,1
Gasthof zum Bad,Langenau,136,EUR,"Classic Cuisine, Market Cuisine",1
Buchner Welchenberg 1658,Niederwinkling,149,EUR,"Modern Cuisine, Classic Cuisine",1
L.A. Jordan,Deidesheim,205,EUR,"Creative, Modern Cuisine",1
mural,Munich,155,EUR,"Creative, Modern Cuisine",1
Frieda,Leipzig,113,EUR,"Creative, Market Cuisine",1
Goldener Anker,Dorsten,155,EUR,"Classic Cuisine, Modern Cuisine",1
Atelier Sanssouci,Radebeul,139,EUR,"Classic Cuisine, Modern Cuisine",1
Die Brasserie,Pirmasens,109,EUR,"Classic Cuisine, Contemporary",1
Werners Restaurant,Gernsbach,120,EUR,Classic French,1
Masa Japanese Cuisine,Frankfurt on the Main,140,EUR,"Japanese, Japanese Contemporary",1
La Cuisine Rademacher,Cologne,115,EUR,Modern French,1
maximilian lorenz,Cologne,152,EUR,"Modern Cuisine, Market Cuisine",1
Marly,Mannheim,129,EUR,"Classic Cuisine, Mediterranean Cuisine",1
Le Jardin de France,Baden-Baden,115,EUR,Classic French,1
Wullenwever,Lübeck,125,EUR,"Classic Cuisine, Mediterranean Cuisine",1
Schwitzer's am Park,Waldbronn,189,EUR,Classic Cuisine,1
KUNO 1408,Würzburg,126,EUR,"Creative, Modern Cuisine",1
taku,Cologne,130,EUR,"Asian, Fusion",1
Gourmet Restaurant im Schlosshotel Münchhausen,Aerzen,190,EUR,"Classic French, Mediterranean Cuisine",1
Restaurant 1797,Panker,119,EUR,"Creative French, Market Cuisine",1
Le Gourmet,Heidelberg,160,EUR,"Classic French, Modern Cuisine",1
Oben,Heidelberg,140,EUR,"Creative, Seasonal Cuisine",1
Mühlenhelle,Gummersbach,139,EUR,Modern French,1
Alte Schule - Klassenzimmer,Feldberger Seenlandschaft,160,EUR,"Modern Cuisine, Country cooking",1
The Stage,Dortmund,125,EUR,"Contemporary, Modern French",1
freustil,Ostseebad Binz,106,EUR,Creative,1
Hannappel,Essen,118,EUR,"Modern Cuisine, Classic Cuisine",1
tulus lotrek,Berlin,175,EUR,"Modern Cuisine, International",1
Bembergs Häuschen,Euskirchen,187,EUR,Modern Cuisine,1
Cheval Blanc,Illschwang,138,EUR,"Classic Cuisine, Modern French",1
SIEDEPUNKT,Ulm,135,EUR,"Modern French, International",1
Sterneck,Cuxhaven,195,EUR,Creative,1
Gasthaus Jakob,Perasdorf,89,EUR,"Classic Cuisine, Modern Cuisine",1
BODENDORF'S,Tinnum,218,EUR,"Modern French, International",1
Kin Dee,Berlin,65,EUR,Thai,1
Balthasar,Paderborn,155,EUR,"Modern French, Market Cuisine",1
Maître im Landhaus Kuckuck,Cologne,159,EUR,"Classic French, Market Cuisine",1
REISERS am Stein,Würzburg,125,EUR,"Creative, Classic Cuisine",1
Délice,Stuttgart,135,EUR,"Creative, Mediterranean Cuisine",1
Landhaus Feckl,Ehningen,112,EUR,"Classic French, Seasonal Cuisine",1
Christian's Restaurant - Gasthof Grainer,Kirchdorf,125,EUR,Classic Cuisine,1
GOLVET,Berlin,129,EUR,Creative,1
La Société,Cologne,179,EUR,"Modern Cuisine, International",1
Alfredo,Cologne,83,EUR,"Italian, Mediterranean Cuisine",1
Schwarzer Adler,Vogtsburg im Kaiserstuhl,125,EUR,Classic French,1
Genuss-Apotheke,Bad Säckingen,181,EUR,"Creative, Modern Cuisine",1
Gutshaus Stolpe,Stolpe,170,EUR,Creative,1
Elements,Dresden,85,EUR,"Modern Cuisine, International",1
NeoBiota,Cologne,155,EUR,"Modern Cuisine, Creative",1
SoulFood,Auerbach in der Oberpfalz,79,EUR,"Creative, Market Cuisine",1
Alte Pfarrey,Neuleiningen,137,EUR,"Modern French, Classic Cuisine",1
Ente,Wiesbaden,180,EUR,"Classic French, Seasonal Cuisine",1
Landhaus Scherrer,Hamburg,135,EUR,"Classic Cuisine, Regional Cuisine",1
La Vallée Verte,Herleshausen,255,EUR,"Creative, French",1
Ratsstuben,Haltern am See,148,EUR,Modern Cuisine,1
ernst,Berlin,225,EUR,"Creative, Modern Cuisine",1
Maerz - Das Restaurant,Bietigheim-Bissingen,135,EUR,"Creative French, Modern Cuisine",1
Silberdistel,Ofterschwang,298,EUR,Classic Cuisine,1
ESS ATELIER STRAUSS,Oberstdorf,180,EUR,"Classic Cuisine, Modern Cuisine",1
Cookies Cream,Berlin,149,EUR,Vegetarian,1
Sankt Benedikt,Aachen,155,EUR,"Creative, Modern French",1
Laurentius,Weikersheim,136,EUR,"Country cooking, Classic Cuisine",1
BECKER'S,Trier,125,EUR,"Creative, Classic Cuisine",1
Maltes hidden kitchen,Baden-Baden,109,EUR,"Modern Cuisine, Creative",1
Pottkind,Cologne,140,EUR,"Creative, Modern Cuisine",1
Weinstock,Volkach,91,EUR,"Creative, Market Cuisine",1
Gut Lärchenhof,Pulheim,199,EUR,"Modern French, Creative",1
Mod by Sven Nöthel,Duisburg,115,EUR,"Modern Cuisine, Creative",1
Schote,Essen,189,EUR,"Modern Cuisine, Market Cuisine",1
Hämmerle's Restaurant - Barrique,Blieskastel,108,EUR,Modern French,1
Restaurant Villa Merton,Frankfurt on the Main,145,EUR,"Classic Cuisine, Modern Cuisine",1
SKYKITCHEN,Berlin,125,EUR,Modern Cuisine,1
Schiller's Manufaktur,Koblenz,185,EUR,"Classic Cuisine, Mediterranean Cuisine",1
Lamm Rosswag,Vaihingen an der Enz,145,EUR,"Modern Cuisine, Creative",1
Schlossberg,Baiersbronn,172,EUR,"Creative, Classic Cuisine",1
Wein- und Tafelhaus,Trittenheim,170,EUR,"Market Cuisine, Mediterranean Cuisine",1
Yoshi by Nagaya,Düsseldorf,148,EUR,"Japanese, Sushi",1
Der Zauberlehrling,Stuttgart,140,EUR,Creative,1
Kunz,Sankt Wendel,125,EUR,Classic French,1
Erno's Bistro,Frankfurt on the Main,165,EUR,"Classic French, Modern Cuisine",1
Das Maximilians,Oberstdorf,147,EUR,Modern French,1
Schloss Loersfeld,Kerpen,145,EUR,"Classic French, International",1
Rüssel's Landhaus,Naurath/Wald,175,EUR,"Creative, Market Cuisine",1
Leos by Stephan Brandl,Bad Kötzing,135,EUR,"Creative, Classic Cuisine",1
Kaupers Restaurant im Kapellenhof,Selzen,125,EUR,"Modern Cuisine, Creative",1
Nobelhart & Schmutzig,Berlin,145,EUR,"Creative, Regional Cuisine",1
Le Flair,Düsseldorf,130,EUR,French,1
Bandol sur mer,Berlin,139,EUR,Modern French,1
prism,Berlin,165,EUR,"Israeli, Modern Cuisine",1
Frühsammers Restaurant,Berlin,135,EUR,"Classic Cuisine, French Contemporary",1
Ostseelounge,Dierhagen,148,EUR,Modern Cuisine,1
Seven Swans,Frankfurt on the Main,129,EUR,"Vegan, Creative",1
Jungborn,Bad Sobernheim,144,EUR,"Modern Cuisine, International",1
Piment,Hamburg,155,EUR,"Creative, North African",1
Schattbuch,Amtzell,115,EUR,"Creative, Modern Cuisine",1
Ich weiß ein Haus am See,Krakow am See,110,EUR,Classic French,1
Gourmet-Restaurant Der Butt,Rostock,189,EUR,"Modern Cuisine, Creative",1
THE IZAKAYA,Wachenheim an der Weinstraße,115,EUR,"Modern Cuisine, Fusion",1
360°,Limburg an der Lahn,160,EUR,"Modern Cuisine, International",1
Hupperts,Stuttgart,119,EUR,Classic Cuisine,1
Aubergine,Starnberg,124,EUR,Creative,1
Lakeside,Hamburg,175,EUR,Modern Cuisine,1
Schwabenstube,Asperg,115,EUR,Classic French,1
PHOENIX,Düsseldorf,114,EUR,"International, Classic Cuisine",1
Im Schiffchen,Düsseldorf,160,EUR,Mediterranean Cuisine,1
DR.KOSCH,Düsseldorf,110,EUR,Modern Cuisine,1
YOSO,Andernach,112,EUR,"Asian, Modern Cuisine",1
Bieberbau,Berlin,84,EUR,"Modern Cuisine, International",1
Erbprinz,Ettlingen,170,EUR,"Classic Cuisine, International",1
Eckert,Grenzach-Wyhlen,125,EUR,"Creative, Modern Cuisine",1
Storchen,Bad Krozingen,128,EUR,"Classic Cuisine, Market Cuisine",1
Friedrich,Osnabrück,139,EUR,"Modern French, Creative",1
Reuter,Rheda-Wiedenbrück,169,EUR,"Modern French, Creative",1
Waidwerk,Nuremberg,190,EUR,Modern Cuisine,1
Doblers,Mannheim,108,EUR,Classic Cuisine,1
Alte Überfahrt,Werder,100,EUR,"Modern Cuisine, Creative",1
kochZIMMER in der Gaststätte zur Ratswaage,Potsdam,175,EUR,"Modern Cuisine, Market Cuisine",1
TIAN,Munich,125,EUR,Vegetarian,1
sein,Karlsruhe,130,EUR,Modern Cuisine,1
Veles,Nuremberg,105,EUR,"Modern Cuisine, Market Cuisine",1
JUWEL,Schirgiswalde-Kirschau,194,EUR,"Modern French, Creative",1
Les Deux,Munich,185,EUR,Modern French,1
Gourmetrestaurant Dichter,Rottach-Egern,218,EUR,"French Contemporary, Creative French",1
Oswald's Gourmetstube,Teisnach,155,EUR,"Modern French, Contemporary",1
Tantris DNA,Munich,178,EUR,Classic French,1
Gotthardt's,Koblenz,149,EUR,"Modern Cuisine, Mediterranean Cuisine",1
Stein's Traube,Mainz,120,EUR,"Market Cuisine, Classic Cuisine",1
[KOOK] 36,Moos bei Deggendorf,114,EUR,"Creative, Modern Cuisine",1
Johanns,Waldkirchen,82,EUR,"Modern Cuisine, Country cooking",1
Ahlmanns,Kiel,139,EUR,Creative,1
faelt,Berlin,89,EUR,"Regional Cuisine, Modern Cuisine",1
Genuss-Atelier,Dresden,95,EUR,"Modern Cuisine, Creative",1
Yunico,Bonn,170,EUR,"Japanese, Modern Cuisine",1
Grammons Restaurant,Dortmund,129,EUR,"Contemporary, Classic French",1
Ritzi Gourmet,Stuttgart,149,EUR,"Creative French, Modern Cuisine",1
Zur Tant,Cologne,98,EUR,"Classic Cuisine, Market Cuisine",1
Schwarzreiter,Munich,185,EUR,"Modern Cuisine, Country cooking",1
halbedel's Gasthaus,Bonn,150,EUR,Modern French,1
Sparkling Bistro,Munich,155,EUR,"Modern Cuisine, Market Cuisine",1
Koch und Kellner,Nuremberg,170,EUR,"Modern Cuisine, International",1
Apicius,Bad Zwischenahn,165,EUR,Modern French,1
Jellyfish,Hamburg,179,EUR,"Seafood, Modern Cuisine",1
Hofstube,Schmallenberg,144,EUR,Modern Cuisine,1
TAWA YAMA FINE,Karlsruhe,119,EUR,"Modern Cuisine, International",1
Le temple,Neuhütten,165,EUR,Modern French,1
Admiral,Weisenheim am Berg,140,EUR,"Contemporary, Classic Cuisine",1
ZweiSinn Meiers | Fine Dining,Nuremberg,150,EUR,"Creative, Modern Cuisine",1
ferment,Münster,139,EUR,"Creative, Modern Cuisine",1
Gregor's Fine Dining,Rötz,148,EUR,"Classic Cuisine, Creative",1
Berens am Kai,Düsseldorf,107,EUR,Modern Cuisine,1
SEO Küchenhandwerk,Langenargen,198,EUR,"Modern Cuisine, Creative",1
Anthony's Kitchen,Meerbusch,185,EUR,"Innovative, International",1
der Schneider,Dortmund,155,EUR,"Modern Cuisine, Creative",1
Storstad,Regensburg,150,EUR,Creative,1
Jean,Eltville am Rhein,125,EUR,"Classic French, Mediterranean Cuisine",1
Handwerk,Hanover,95,EUR,"Modern Cuisine, Creative",1
Gasthaus zum Raben,Horben,122,EUR,"Classic French, International",1
San Martino - Gourmet,Constance,182,EUR,Creative French,1
MAIN TOWER Restaurant & Lounge,Frankfurt on the Main,159,EUR,"Modern Cuisine, International",1
BjörnsOX,Dermbach,129,EUR,"Creative, Market Cuisine",1
Mountain Hub Gourmet,Munich,165,EUR,"Modern Cuisine, Creative",1
Casala,Meersburg,145,EUR,"Modern Cuisine, Market Cuisine",1
Entenstuben,Nuremberg,135,EUR,Modern Cuisine,1
Showroom,Munich,160,EUR,Creative,1
noVa,Herrenberg,132,EUR,"Creative, Modern Cuisine",1
Alte Baiz,Neuhausen,152,EUR,"Modern Cuisine, Creative",1
Schloss Filseck,Uhingen,160,EUR,"Mediterranean Cuisine, Market Cuisine",1
Anima,Tuttlingen,135,EUR,"Creative, Modern Cuisine",1
Rebers Pflug,Schwäbisch Hall,120,EUR,Market Cuisine,1
Kesselhaus,Osnabrück,128,EUR,"Creative, Modern Cuisine",1
Eisenbahn,Schwäbisch Hall,148,EUR,Modern French,1
